@relation test_clustered

@attribute Instance_number numeric
@attribute tweet string
@attribute user string
@attribute timestamp numeric
@attribute lat numeric
@attribute lon numeric
@attribute Cluster {cluster0,cluster1,cluster2,cluster3,cluster4,cluster5,cluster6,cluster7,cluster8,cluster9}

@data
2371,' Rameeza1813  iAvish Karr Okay Bypassing ur #CASB & Randomness ... SoOoO R U gonna tell how they met ??  -P',sivenpillay,1300186499000,-0.500845,30.8789,cluster2
2372,'mwo??? oppa?!! kwenchana??RT  SapphireBlueInd  Donghae will replace Yesung for SJ s Foresight bcoz  Yesung (cont) http   tl.gd 99o3sj',misbahtirta,1300186502000,-0.091212,119.379,cluster1
2373,'Sopo e??RT  intanlindia  gilaaaa tangannya putus tinggal setengah!! ngeri... cadaaaas! = = http   myloc.me ixH2t','mutiarapus 507',1300186502000,-0.135795,110.37,cluster1
2374,'Sony wasn t able to track my ip. I wonder why (a)','magix cooler',1300186502000,0.787754,5.92046,cluster9
2375,'I m at Big Boi Foursquare Concert at Seaholm Power Plant (214 West Avenue  Austin) w  2 others http   4sq.com fXQKyq',dendoritos,1300186506000,0.503946,-97.7564,cluster7
2376,'I m at A3 http   4sq.com hL4FVj','alex pellati',1300186508000,0.765206,9.21947,cluster9
2377,'I m at Latsari Homebase (Latsari VI  Tuban) http   4sq.com ggq7Oq',pranova,1300188537000,-0.120365,111.982,cluster1
2378,'I m at TAXI SEVILLA (Virgen de lujan n*11  SEVILLA) http   4sq.com hvwwdg','taxi sevilla',1300186510000,0.606177,-6.02843,cluster5
2379,'I miss cheering. ? ?',hersheeyss,1300186510000,0.56064,-118.2,cluster7
2380,'The 5th Dimension – California Soul http   bit.ly e6C88C #6Music #NowPlaying',WhatsOn6Music,1300186529000,0.782774,-0.146397,cluster6
2381,'Used car recently added  #VOLKSWAGEN #EOS only £13295 http   bit.ly g5al4N','ATuk SportsCars',1300186514000,0.788608,0.38178,cluster6
2382,'I just ousted  tbiddy as the mayor of Highland Park Apartments on  foursquare! http   4sq.com 4Cm7Wf',sckautte,1300186514000,0.628353,-77.0328,cluster7
2383,'Dasyat! http   myloc.me ixHbK',tettamaretta,1300186515000,-0.109193,106.831,cluster1
2384,'Wooiiiiiiiii!!!!!!!!! http   myloc.me ixHbP',popekillms,1300186516000,-0.069355,119.765,cluster1
2385,'Global Regulatory. Team Leader - #Princeton   NJ (http   tinyurl.com 68reowt) Get Neurology Jobs #Neurology #jobs #job #GetAllJobs',GetNeurologJobs,1300186516000,0.647294,-74.6813,cluster7
2386,'Latest news.. harga brg2 canon byk jatuh.. ada lens yg less smpai rm1000','adli zainul',1300186516000,0.054164,101.668,cluster1
2387,' KroosSara alleen in Nederland? Geen zin in een optreden hier in Engeland?  -(',MartenKats,1300186517000,0.797176,-1.55686,cluster8
2388,' drugoyhiphop ? ??? ?? ???????))) (? ?? ?? ????? ?????? ?? ??????)) ??????? ????? ? ??????? ?? ?????  ??????',funkygodfather,1300186519000,0.824035,37.1317,cluster0
2389,'tfr bgn tonx http   www.koprol.com s 1QAwJ',azumnariev,1300186521000,-0.135641,110.355,cluster1
2390,'I m just waiting for god s wrath and fury.',ImBronagh,1300186526000,0.797038,-8.08382,cluster8
2391,'Wakakakaka.. Emak g semangad bgt dah nyuru anaknya ngekost.. Ngusir secara halus ini..  p http   myloc.me ixHbL',Margarethamaru,1300186526000,-0.108237,106.758,cluster1
2392,'Super engarrafamento às 07 50h na Av. Paralela. Vou chegar atrasado no trabalho... http   t.co etR8E4Y',l2lima,1300186531000,-0.225407,-38.7002,cluster4
2393,'Clini... - #Gilroy   CA (http   tinyurl.com 5wsmlo8) Get Clinical Neuropsychologist Jobs #ClinicalNeuropsychologist #jobs #job #GetAllJobs',GetClinNeurJobs,1300186534000,0.6014,-121.643,cluster7
2394,'I m at ???????????? ?????????????? ???????? w   cityofmoscow http   4sq.com hdglr4',larougegorge,1300186535000,0.824035,37.1317,cluster0
2395,'Fill`er up. (  quality plus gas station) http   4sq.com fDKTNM',CSNCat,1300186535000,0.577813,-82.7452,cluster7
2396,'I m at Fego Caffe (c o Riebeek and Adderley  Cape Town) [pic]  http   4sq.com g0rzNA',rrcrump,1300186536000,-0.564368,18.318,cluster2
2397,'Haha kaga sih  iri aj  dikit tapi.. RT  Fnagari   mkadriansyah menurut lo  gw jualan apa dri? http   myloc.me ixHe1',mkadriansyah,1300186537000,-0.129092,109.216,cluster1
2398,'Tunggu kehadiranku  febtarinaaa http   myloc.me ixHbT',thedollarboy,1300186538000,-0.11985,107.58,cluster1
2399,' DPHasry  fiagofataria  lovelyyuni hayoooloh tong.. Udah ada relawan  D',nononmanis,1300186539000,-0.111962,106.822,cluster1
2400,'5 55 04 PM ?äª? gerak... http   myloc.me ixHe0','dhe fhemz',1300186539000,-0.10872,106.817,cluster1
2401,'Im mc donalds',direncb,1300186539000,0.79335,13.3298,cluster9
2402,'I m at malioboro mall (malioboro  jalan malioboro  yogyakarta) http   4sq.com eLXoV6',devitanurasri,1300186543000,-0.135641,110.355,cluster1
2403,'Why am I up at 6?',AmandaReneeSlay,1300186545000,0.667943,-87.8263,cluster7
2404,'Tiene 14 años  pero le daría hasta romperme las caderas...',yourgoldenboy,1300186545000,0.609231,-1.22555,cluster5
2405,' ILoveCDYSMPSN if u follow me ill follow u back.   )',CodyAndJustinb,1300186546000,0.557986,-118.052,cluster7
2406,' mbrugard my bad tweeted by mistake lol','x Jimbo',1300186547000,0.674943,-82.9716,cluster7
2407,'I can be your friend  best friend  i am very sociable and friendly  so don’t be afraid to talk with me I’ll always answer you.','Alonzo Brooks',1300186547000,0.569212,-118.148,cluster7
2408,' DeeCosta und gibt es  n Lolli?',nachtSonnen,1300186547000,0.790014,10.4123,cluster9
2409,'Lingerie  Huiles de Massage http   wp.me p1hbgf-45','VOLUPTUA On',1300186548000,0.708204,-1.56572,cluster3
2410,'Damn you mind  why must you change so easily?! Just had an awesome idea which means a total redraw of the new design... Watch this space!',richpyke,1300186549000,0.786486,-2.14283,cluster6
2411,'Itu apaan? -.- RT  nomieputra kalo yg serbuk kayu? RT  RivkiSatria  Kasian ya',RivkiSatria,1300186550000,-0.10918,106.957,cluster1
2412,' RyanDaddyy lol. It s 3 55 and I can t sleep  (',hersheeyss,1300186553000,0.56064,-118.2,cluster7
2413,'Saks Fifth Avenue  Men s Selling Manager ( #Hackensack   NJ) http   bit.ly ehyQHf #CareersAtSaks #SaksJobs #Retail #Jobs #Job #TweetMyJOBS',CareersAtSaks,1300186553000,0.654196,-74.0684,cluster7
2414,'What do you fear?  Choose 2 walk in the spirit.  Pray 2 humbly  relate these 2 sentences in your heart. This becomes as deep as ur prayers.',polmer88,1300186555000,0.681405,-88.293,cluster7
2415,'I m at Hampton Inn & Suites West Sawgrass Tamarac (5701 Madison Avenue  Tamarac) http   4sq.com g1bozg',adbscorpio,1300186556000,0.441423,-80.2912,cluster7
2416,'nossa  esse twitter do iPhone ta uma merda  fica fechando toda hora e não ta mais atualizando minhas informações não Oo',mazelltov,1300186557000,-0.276516,-48.286,cluster4
2417,'bom dmn? RT  QueenRebellious  Ya ampun buka metroTV nonton ledakan bom. Ngeri banget! Aduh sumpah g kasian ma petugas Bareskim nya!',desiaNatasya,1300186558000,-0.108237,106.758,cluster1
2418,' -) (  Piazza di Pietra w  2 others) [pic]  http   4sq.com eWOKVS',AntigoneGitana,1300186559000,0.667768,12.4786,cluster3
2419,'Apa nih? RT  imadya   andri kwok  vikhaandri kwok eksis geeella ya vik? http   myloc.me ixHgm','andri kwok',1300186560000,-0.111175,106.795,cluster1
2420,'The quest to uncover artefacts of my own stupidity is going well. So far  I m at 6 oopses and 1 \"oh fuck\". #bugday',paulalantaylor,1300186561000,0.801898,-3.01918,cluster8
2421,'Huahaa   sante ajah de .. Bcnda kok RT  dwiyanalady  Yaoloh  sama ajaa kali kak..... (*? .?)a RT kantiwahab Hahaha   gak kok.. Dikit tapi..',kantiwahab,1300186562000,-0.090575,119.432,cluster1
2422,' rodmanalbe ah peró...il 2?',LeleMomoli,1300186565000,0.715594,11.7069,cluster3
2423,'Listening to The funeral while sitting in The bus',PengsTwit,1300186569000,0.827051,12.3915,cluster9
2424,'Yobenn RT  mudzakir f  lha ngopo o kok nesu i? RT  ventychan Ak #nesu nho RT  mudzakir f  aaaa..aku #ngambek meneh o http   myloc.me ixHhH',ventychan,1300186571000,-0.135456,110.44,cluster1
2425,'I know are not healthy so what? as long as I do not smoke and drink I should destroy','Alonzo Brooks',1300186579000,0.569212,-118.148,cluster7
2426,' PekanBaruInfo Home Schooling Kak Seto  membuka pendaftaran tahun ajaran baru.Gratis Laptop bagi 50 pendaftar pertama.Minat   Pin   228E15E3',aniqtasia,1300186579000,0.008403,101.417,cluster1
2427,'RT  psaud  GENTE  http   bit.ly h5O5BA',raissuli,1300186579000,-0.406877,-46.826,cluster4
2428,'Malam mendung . Lalu mata kanan kelilipan kaos . Kemudian yg lalu  kaki kiri pegel secara misterius... Waktu ku udah tiba.','awang hardi',1300186580000,-0.041879,113.797,cluster1
2429,' marinh Mail succesvol verzonden.',nathansakoetoe,1300186584000,0.786932,4.41167,cluster9
2430,'Wo ist der Vormittag hin?    TecGadgets.de http   gowal.la c 3Ldo9','christoph s',1300186585000,0.785747,8.19962,cluster9
2431,'RT  dewynovalia  Jangan anggap remeh kita kalo kita sudah bertindak.. Hancur dunia persilatan!!!! http   myloc.me ixHj3',mmpuutt,1300186585000,-0.111962,106.822,cluster1
2432,'Wemsaykel sepedahku  (•??.•??) RT  suaraApa  wem.................. http   myloc.me ixHjk',NKurniaWd,1300186586000,-0.10768,106.617,cluster1
2433,'Ralat ipk gw Harus 3 99!!! Amin!!! Ngelirik Si  glorynewyearson hehehe','Op Matthew',1300186587000,-0.109763,106.975,cluster1
2434,'Males beuddddhhhhhhh  http   myloc.me ixHjb',winamarsya,1300186589000,-0.051733,104.667,cluster1
2435,'Pin mu brp cha  natsyacca kok aq re-inv bkn pny km  http   myloc.me ixHjl',itsmeNDA,1300186590000,-0.109099,106.899,cluster1
2436,' brewers22 Nice.',SusanKim4,1300186591000,0.682492,-87.9732,cluster7
2437,'gue seddiii!  merranggi http   myloc.me ixHjO',kekeipurple,1300186592000,-0.131928,110.712,cluster1
2438,'Mijn eerste Citroenvlinder #Remmersbos!',RonnyHullegie,1300186593000,0.791419,6.33369,cluster9
2439,'Idealnya ntar yang lolos MU sama B.Munich #LigaChampions',ocoolnovan,1300186594000,0.503946,-97.7564,cluster7
2440,'eu sinto falta da Prof. Lidia ) ','poisoned ',1300186595000,-0.067805,-38.6382,cluster4
2441,'Hoohh  o RT  mudzakir f  #ngambek ni ye  ) RT  ventychan Hok oh ak anak adopsi o njut ngpo  s RT  mudzakir f  koe ... http   tmi.me 7HL9l',ventychan,1300186607000,-0.135456,110.44,cluster1
2442,'I m at Mercator 2 (Toernooiveld 300  Nijmegen) http   4sq.com gCumHW',Frerik,1300186611000,0.786037,5.85459,cluster9
2443,'I just ousted  kwhunter as the mayor of Candlewood Suites Rocky Mount on  foursquare! http   4sq.com czBrUo',heyyther,1300186612000,0.58749,-77.8452,cluster7
2444,' BSNGirl Wow! An already good morning has just gotten a whole lot better! Good morning  Michelle  -)',BakeBrains,1300186612000,0.648537,-74.7978,cluster7
2445,'RT  TeenagerSay  i ve missed you ! don t you? #TeenagerSay http   myloc.me ixHmE',kameliavanny,1300186615000,-0.109566,106.683,cluster1
2446,'padat merayap... (  Lampu Merah Taman Makam Kalibata) http   4sq.com grRXpt','dandun w',1300186616000,-0.109193,106.831,cluster1
2447,' guardbod Que assim seja para todos nós... Mais um dia de matar dragões  engolir sapos e manter o sorriso q só os bem resolvidos possuem!',carnedepescoco,1300186618000,0.555876,-84.3946,cluster7
2448,'off to nyc! (  Amtrak  Wilmington (WIL)) http   4sq.com ewEjNm',pokeberry,1300186619000,0.639266,-75.5511,cluster7
2449,'????? ?????  ?????????? ?????  ???????? ?????  ??????? ????? - ? ??? ??? ?????? ???? ???? ??????? ??????','d krbkv',1300186619000,0.827853,37.6882,cluster0
2450,'Makan dl sblm pulang http   myloc.me ixHnb','deasi p',1300186622000,-0.109693,106.77,cluster1
2451,'I m at Galeri Baru Fisip Unair (jalan dharmawangsa dalam  Surabaya) http   4sq.com giea2p',GeovaniRizkyA,1300186624000,-0.127145,112.743,cluster1
2452,'Currywurst Pommes zum Mittag (  Schweriner Wurstspezialitäten) http   4sq.com hPSeMo',bigflitzer,1300186625000,0.804323,11.2964,cluster9
2453,'Oh ysdh lanjuti deh belajar a haha RT  egisaputrah  Belom dibaca phi abis belajar buat besok RT  ophie faynatic   egisaputra','ophie faynatic',1300186627000,-0.108465,106.801,cluster1
2454,?????????????????????????????????????????????????????????????????????????????,sharpmo,1300186627000,0.67907,-82.5536,cluster7
2455,'yank yank yank dimana c lu kampreet? lama amat jln sma mama lupa bls sms aq  (',chasikodok,1300186628000,-0.113325,106.739,cluster1
2456,'Early flight back to Philly for Pt  Princeton and celebrating St. Patty s day with all my friends! Hope to see you there!',pharmathursdays,1300186629000,0.413046,-87.6349,cluster7
2457,'I m at foursquare court (Pepsi MAX Lot) (3rd Street  at San Jacinto Blvd.  Austin) w  3 others http   4sq.com fcL2u6',handristan,1300186629000,0.503946,-97.7564,cluster7
2458,'Lacht hartelijk om de ava van  Baklap2',pu66,1300186629000,0.789154,4.68112,cluster9
2459,' TheGhostTrack nn ti dar pena più di tanto tanto prima opoi verrai \"illuminato\"  )',ricciacri,1300186629000,0.653681,17.1874,cluster3
2460,' Hannah GAC ODF my depression left me jaded so I can listen to that stuff and be uneffected...but it still hurts deep down','Davino Official',1300186630000,0.670359,-75.9838,cluster7
2461,'Pepsi it s what all the hip entrepreneurs are drinking    Distorted Poetry HQ http   instagr.am p CQbOj ','steve parkes',1300186692000,0.792089,-2.03365,cluster8
2462,'Bom dia pessoas lindas do TT!!! - http   bit.ly gum9rS http   bit.ly ij0ZDp http   bit.ly faeJMI',marciagrega,1300186631000,-0.357265,-49.4634,cluster4
2463,' TatyMBoy É um prazer te seguir! Obrigado pela calorosa recepção! rs Bejão!',tassiolc,1300186632000,-0.406877,-46.826,cluster4
2464,'I learned to thank myself with simple things  that s not all about money. I like art very','Alonzo Brooks',1300186632000,0.569212,-118.148,cluster7
2465,'HB756 [Update] To direct the Secretary of Transportation to prescribe standards for the maximum number of hours t... http   bitly.com d9Pu64',eLobbyistUS,1300186633000,0.627757,-77.0563,cluster7
2466,'Temp  8 8°C; Viento  10 9km h; Dir  NNW; Pres  1000 4hPa; Lluvia  6 3 mm; Ayer  2 4mm; Humedad  97\%; T. Max  9 0ºC; T. Min  7 2ºC #fb',MeteoCaudete,1300186633000,0.63629,-1.33204,cluster5
2467,'Ada apa ada apa ndut? RT  DitaOktan  Ada baiknya siaran RCTI segera di sensor.. Kasian korban & keluarga y. http   myloc.me ixHoK',marthiamulia,1300186635000,-0.12041,107.611,cluster1
2468,'kan bagi2 cun . wkwk  D . trs pake sambel terasi . RT  taufanjuniarto  Kok gw curhat cun ? Kan kebiasaan lo emg (cont) http   tl.gd 99o4rf',citrasadikin,1300186635000,-0.121679,107.568,cluster1
2469,' RyanDaddyy haha  at least there s daylight! It s so dark over here! &gt; &lt;',hersheeyss,1300186635000,0.56064,-118.2,cluster7
2470,'Vade mecum  gente - cap. 34 (  Universidade Tiradentes w   marcelgois) http   4sq.com fcnCAD','mob igormaia',1300186637000,-0.193157,-37.1684,cluster4
2471,'RT  RamalanKita  Orang yang lahir Tahun 1977  1989 - Bijak  romantis  agak pemalas tapi selalu optimis. http   myloc.me ixHoB',CupidItuRhien,1300186638000,-0.094131,105.192,cluster1
2472,'Dingin2 jadi pengan apa yach ????? (  PT. Isuzu astra motor indonesia) http   4sq.com hKDgPN',raihan070103,1300186638000,-0.10822,106.984,cluster1
2473,' Maurandk oh',JohanneFrost,1300186707000,0.827862,8.43406,cluster9
2474,'Getting the wig sorted! Possibly my most least favourite pass time! I realise this is odd for a lass to say!?',nicolay178,1300186642000,0.801898,-3.01918,cluster8
2475,'Wind 2.4 mph S. Barometer 30.288 in  Falling slowly. Temperature 25.8 °F. Rain today 0.00 in. Humidity 82\%',FrankFromMancey,1300186646000,0.705811,-85.0715,cluster7
2476,'I m at Val Thorens Ski Resort http   4sq.com hSuVqK',stephwen,1300186646000,0.710212,6.41516,cluster3
2477,'Gk “ diniagengasr  doain gw juga ya!  ) RT  Op Matthew Amin....“ diniagengasr  amiiiiin RT  Op Matthew Target    semester Ini 2 99!!!! Amin','Op Matthew',1300186647000,-0.109763,106.975,cluster1
2478,'6 57am  sunrise — sunset will be at 6 50pm — today s forecast  sunny  44 34°F — tomorrow  rain  47 38°F',WatertownMA,1300186648000,0.673976,-71.1508,cluster7
2479,'I m at Austin Bergstrom International Airport (AUS) ? (3600 Presidential Blvd  Texas Hwy 71  Austin) w  85 others http   4sq.com eTBTgd','bella lang',1300186651000,0.501491,-97.9383,cluster7
2480,' julilondono Ai na Colômbia o povo também ama futebol? ^-^',weltonvc,1300186651000,-0.40581,-46.4966,cluster4
2481,'Males pergi... (  Yudi s) http   4sq.com h7ZGhM',tiozide,1300186653000,-0.12073,107.657,cluster1
2482,'RT Coklat panas dan hujan deras. Seperti rindu dan pelukanmu. ~  nugiesque http   myloc.me ixHqq',nanikus,1300186653000,-0.153835,115.084,cluster1
2483,'Max is in  Pegognaga  Mantua',xlbear,1300186655000,0.70669,10.7961,cluster3
2484,'b4rdhi dah dapet kos belum? klo blum coba telpon kesini 0721-7623296 kos jhonata http   www.koprol.com s 1QAxz',mojangmajeng,1300186657000,-0.094652,105.221,cluster1
2485,' swimlittlefish  lillithleda Leafy Greens! I remember reading about it awhile back  seems rad. Have you been?',xdoomx,1300186657000,-0.500845,30.8789,cluster2
2486,' steveyknight nahh doing it later  ) basically the murderer in hollyoaks got killed by his dad- graphic times xx',EmmaBarbara1,1300186660000,0.787767,-1.33191,cluster6
2487,'all girls are pretty but rare girls are beautiful','  DEIDRA  ',1300186662000,0.302761,-65.1591,cluster7
2488,'Itulah tv kita ! Gak memperhatikan kode etik !!!! RT  thiyut  adireksodirdjo parah mas..detail dr sblum meledak  sm... http   tl.gd 99o537',adireksodirdjo,1300186663000,0.68587,5.37503,cluster3
2489,'Dagje flexen bij de mannen van SW (  Gemeente Utrecht - Stadswerken) http   4sq.com geKjCL',SandraBroekman,1300186669000,0.789036,5.07635,cluster9
2490,' Girls Day hey will you please reply me?  ( i m from Sweden  ) jag älskar Girl s Day  it means I love Girl s day in Swedish  D',CubeWhore,1300186670000,0.843357,11.2263,cluster9
2491,'Iya ada sambelnya  dicocolin gtu RT  melliamelli  Seriusan pke sambel ?! RT  seeihuahmad  Batunya pake sambel (cont) http   tl.gd 99o54c',seeihuahmad,1300186671000,-0.109656,106.726,cluster1
2492,'Bom dia pros meu amores  nickybuzatto  jhonathanwalker  maah frinka e pra galera do  blogvacapreta','caah frinka',1300186673000,-0.406877,-46.826,cluster4
2493,'Wuttttt???? Astagaaaa??!! #DeJavu',SilangenKevin,1300186673000,0.025248,124.833,cluster1
2494,' SStossel narcissism and solipsism aren t  the same--first is thinking you matter to all; other is believing everything is happening to you.',LizzieWurtzel,1300186673000,0.652355,-74.012,cluster7
2495,'Weer opweg naar huis.. #Treinstel 4052  #intercity naar #hengelo..',TammieGotcha,1300186677000,0.790328,6.88703,cluster9
2496,' spaceface he apuntado tb la taberna de Pepe Perejil  por la fama...',yoloflipo,1300186678000,0.657158,1.16229,cluster5
2497,'Hello kak RT  baguscliqbon  Halo fani  D RT  FANIMAULFI  Mention RT  baguscliqbon  Mention kek',FANIMAULFI,1300186680000,-0.117556,108.512,cluster1
2498,' i malcolm it s obviously South America and Africa doing the nasty.  South America is on top.',jmalcolmix,1300186681000,0.664929,-83.6641,cluster7
2499,' DreamHost I am thinking of getting one of your VPS plans. Can you give me links to sites using one of them?',PeoriaPundit,1300186682000,0.651463,-89.6967,cluster7
2500,'Cangcut patuker! Jadi weh teu enakeun RT  dieebel  Eh sarimin  zulkifli ieu aya naon raribut hahh??RT  jo zo ne  (cont) http   tl.gd 99o57h','jo zo ne',1300186683000,-0.11817,106.962,cluster1
2501,'HR19 [Update] Observing the week of January 23 through 29  2011  as \"Nurse Anesthetists Week\" in Pennsylvania. http   bitly.com eo5VmR',eLobbyistPA,1300187199000,0.645959,-76.9245,cluster7
2502,'With icaaal (  Pujasera metro) http   4sq.com euCHtp',putriilmaagnia,1300187200000,-0.120388,107.57,cluster1
2503,'I m at UPC NL (Kabelweg 51  Amsterdam) w  3 others http   4sq.com g9vFTL','martin schilder',1300187161000,0.792127,4.75778,cluster9
2504,' allsnpttr welcome to  foursquare allison....we re officially stalking each other til the wedding!',patmuldowney,1300187161000,0.665469,-72.8,cluster7
2505,'I m at Café Sabor Brasileiro (Rua Mamoré  Rua Julio Conceição  São Paulo) http   4sq.com hr5TDP',Esgalha,1300186871000,-0.406877,-46.826,cluster4
2506,'mungkin  septianwahueka RT  JadinyaApa  #JadinyaApa ki joko bodo +  Poconggg =           ',naufALDIZ,1300188532000,-0.122569,110.45,cluster1
2507,'RT  oi pororo  RT  ariepratamaa  8 MARET 2010  *',ariepratamaa,1300187518000,-0.111175,106.795,cluster1
2508,' baranek  Zufall Das dauert aber noch Jahre  bis man in einem \"abgeschalteten\" Kernkraftwerk wirklich weniger Leute braucht.',dentaku,1300187517000,0.752165,9.23726,cluster9
2509,' Adem  posiekins andy s stand up routine',theboyroos,1300187516000,0.780518,1.21077,cluster6
2510,'Deus nos tem abençoado; temam-no todas as extremidades da terra!',guizilse,1300187264000,-0.276516,-48.286,cluster4
2511,' IsadoraLenochka ???? ??? ??????????. ????????? ?9.',nikitosital,1300187182000,0.824035,37.1317,cluster0
2512,'Aaahhhhhh ( Tyga grunt) fuggin pssa s.',Prestonfeth18,1300187182000,0.648322,-80.0212,cluster7
2513,' olivergie igie cek dm ya! Hehe',aditono,1300187183000,-0.111175,106.795,cluster1
2514,'RT  ranianggelisa  Kasian banget kamu http   myloc.me ixIfi',monicaosri,1300187184000,-0.016811,100.366,cluster1
2515,'I m at Costcutter (Kavanagh s) (Aungier St  Dublin) http   4sq.com fQdCkj',Incubusanna,1300187184000,0.802153,-6.27014,cluster8
2516,'Makanya di nikmati RT  iiecalz  wes lulus  bngung koe!  P RT deaakecil Ingin menikmati kelas XI SMA masa jaya putih abu-abu !  m (^?^) m ',deaakecil,1300187184000,-0.072826,110.838,cluster1
2517,'gw yakin bgt nih nilai UN ade gw yg paling tinggi pasti matematika huahahaha cm pelajaran itu yg ade gw suka dibanding bacaan yg banyak - -',mikurutina,1300187185000,-0.112329,106.843,cluster1
2518,' nfnafla  niputushr  tasyadc sayang ya ninis gak ikutan',RamadhanGerry,1300187185000,-0.127605,112.756,cluster1
2519,' Linklad Premier Inn? Lol',jasonbetts,1300187191000,0.783579,-0.762163,cluster6
2520,'Ikut sih RT  arindaaputri   autismattack iyeeeee ah bawel ! Jumat jadi loh ya rame2 ke rumah hantu (•?.•?)  http   myloc.me ixG5a',riskaayu,1300187077000,-0.135795,110.37,cluster1
2521,'Only 2 hours left yay!!',SosanKent,1300187077000,0.793855,-2.0778,cluster8
2522,'Jalan-jalan w   cindyapriliia & gita (  Nagoya Hill w  4 others) http   4sq.com e9vfyZ',achaamanta,1300187078000,0.019321,103.989,cluster1
2523,'Bohong kali diakan jago sepik *upsRT  lulsee  Dia kan ga online  udah gitu tak ada hp pula- -hahaRT  yolandha  (cont) http   tl.gd 99o8kp',yolandha,1300187081000,-0.112329,106.843,cluster1
2524,'sampe rmh stlh lelah bekerja  p (  Perumahan aneka elok blok d5 No.10) http   4sq.com ghVpZA','trias putra',1300187081000,-0.108374,106.909,cluster1
2525,'Phil Ade - Take It Slow http   wp.me pwpwq-14a',treylord,1300187081000,0.627757,-77.0563,cluster7
2526,' KissedByJuicy sleepin all gud #nshit',ViscousMcKool1,1300187083000,0.499438,-90.0501,cluster7
2527,'tarian apaan cobaaa (  Garuda Wishnu Kencana) http   4sq.com dI3VaK',puspitaindah,1300187083000,-0.153835,115.084,cluster1
2528,'I just need 4 more hours of sleep. Then I ll be good',dreadiva2293,1300187088000,0.482596,-94.0434,cluster7
2529,'I m at Vodacom Golf Village Somerset West http   4sq.com hYBT2X',dreamgolfjob,1300187088000,-0.571204,17.7591,cluster2
2530,' kazarnowicz haha.... Jag nätdejtar tydligen alldeles för lite ;)',MagnusKolsjo,1300187089000,0.860082,18.0686,cluster9
2531,'Thank God arah gue berangkat + pulang kantor bukan daerah macet .. Lumayan ngurangin stress  ) http   myloc.me ixIcL',dytaputri,1300187090000,-0.108119,106.83,cluster1
2532,'Iyaa sayaangRT  ecaechut  kka  korban yg bom itu kah kka?? RT  septanelza33  Dan kali ini polisi yg jadi korban nya!! http   myloc.me ixGJT',septanelza33,1300186692000,0.006746,101.316,cluster1
2533,Bored,Osamaflocka,1300186693000,0.633658,-76.7956,cluster7
2534,'banci. Jelek lo. Selin lo. Siapa lo? Kenal?',Mmeutia,1300186698000,-0.108302,106.878,cluster1
2535,'I m at Pixelindustries (Prinsen Bolwerk 5  Haarlem) http   4sq.com fCP7c4',SinceIAmRomo,1300186699000,0.79212,4.63072,cluster9
2536,'I m at STAR FM (Sei Batang Serangan no.35  Medan) http   4sq.com foyMzd',RiniBarbut,1300186700000,0.062123,98.6467,cluster1
2537,'I m at Kroger (501 Lone Oak Road  Paducah) http   4sq.com dOPiZt',EcoHippieBoy,1300186702000,0.602698,-88.6387,cluster7
2538,'If u got a problem with me let me know',KOSA33,1300186703000,0.576573,-82.7902,cluster7
2539,'15 03 11 56h #Meteorologia  Visibilitat molt reduida per #Pluja a la #B10  entre PK0 i PK14 a Barcelona sentit Ambdos sentits',eltransit,1300186711000,0.661455,2.20619,cluster5
2540,'Work time ! Enjoy ya day everyone (  Computer Sciences Corp - BH location) http   4sq.com gkdI2c',yankeedout,1300186277000,0.651827,-74.4271,cluster7
2541,'Liat berita. Yg bomRT  putragung95  sekarang lagi apa ? RT  reressttii   putragung95 ia heheh http   myloc.me ixIoK',reressttii,1300187213000,-0.121403,107.701,cluster1
2542,'http   t.co zKfOLcn',TINKONGroup,1300187213000,0.589002,-115.181,cluster7
2543,'Every day is a gift...would like a reciept with my yesterday so I can exchange it for another...',iluvvikingvamps,1300187214000,0.649148,-79.7626,cluster7
2544,'Whatever you do don t upgrade  Skype for Mac. It s horrible. --- NO actualizes Skype para Mac. Es de lo peor!',ricferrer,1300187214000,0.79179,9.71203,cluster9
2545,'física agora *-----* André lindo',anymiiranda,1300187215000,-0.432786,-49.3916,cluster4
2546,'monyong kuadrat ...  p RT  Thasja   iedjaDJ ati2.. Jam2nya iedja kambuh.. Hehehe',iedjaDJ,1300187216000,-0.10872,106.817,cluster1
2547,'Why am I up? I dnt have to be to work til 5pm.',TWEETdaFckUpHOE,1300187217000,0.628197,-76.9859,cluster7
2548,' KirstenXlove ga is werken..  ik ben al klaar  p',ItsyaboyArne,1300187217000,0.787584,4.42377,cluster9
2549,'L ignoranza della gente sul #nucleare non ha mai fine.documentatevi su!',cullenino,1300187217000,0.712754,9.21691,cluster3
2550,'Kaya pernah dnger niih kmaren ada yg ngmng heheh“ SyamAurora  We are really look similiar  p #nomention”',aiieekarlina,1300187218000,-0.108237,106.758,cluster1
2551,' tweetsanda  domeniquek  brandontiago Soest houd je bek ajb ;D',Baazerr,1300187218000,0.789259,5.00334,cluster9
2552,' swimlittlefish Ill go just to say Gary Players granddaughter cooked for me haha.  lillithleda',xdoomx,1300186826000,-0.500845,30.8789,cluster2
